"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3828","test_create_user_via_api","tests","Thu Jul 17 15:05:31 GMT 2025","passed","Thu Jul 17 15:05:35 GMT 2025","TestOrangeHRM","test_user_flow","",""
"","2631","test_delete_user_via_ui","tests","Thu Jul 17 15:05:37 GMT 2025","passed","Thu Jul 17 15:05:39 GMT 2025","TestOrangeHRM","test_user_flow","",""
