"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_create_user_via_api","tests","Thu Jul 17 09:46:15 GMT 2025","broken","Thu Jul 17 09:46:15 GMT 2025","TestOrangeHRM","test_user_flow","",""
"","0","test_delete_user_via_ui","tests","Thu Jul 17 09:46:15 GMT 2025","broken","Thu Jul 17 09:46:15 GMT 2025","TestOrangeHRM","test_user_flow","",""
