"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2990","test_create_user_via_api","tests","Thu Jul 17 15:09:36 GMT 2025","passed","Thu Jul 17 15:09:39 GMT 2025","TestOrangeHRM","test_user_flow","",""
"","2398","test_delete_user_via_ui","tests","Thu Jul 17 15:09:40 GMT 2025","passed","Thu Jul 17 15:09:42 GMT 2025","TestOrangeHRM","test_user_flow","",""
