"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3840","test_create_user_via_api","tests","Thu Jul 17 15:02:47 GMT 2025","passed","Thu Jul 17 15:02:50 GMT 2025","TestOrangeHRM","test_user_flow","",""
"","2501","test_delete_user_via_ui","tests","Thu Jul 17 15:02:52 GMT 2025","passed","Thu Jul 17 15:02:55 GMT 2025","TestOrangeHRM","test_user_flow","",""
