"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2611","test_delete_user_via_ui","tests","Thu Jul 17 14:38:55 GMT 2025","passed","Thu Jul 17 14:38:58 GMT 2025","TestOrangeHRM","test_user_flow","",""
"","2808","test_create_user_via_api","tests","Thu Jul 17 14:38:51 GMT 2025","passed","Thu Jul 17 14:38:54 GMT 2025","TestOrangeHRM","test_user_flow","",""
